scenario_leaf_id,scenario_id,climate_window_id,climate_pathway_id,technology_case_id,realization_id,canonical_start,canonical_end,source_file_window,scenario_config_dir,realization_config_path,run_dir,run_config_path,inputs_manifest_path,outputs_dir,logs_dir,climate_forcing_reference,technology_config_reference
long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0088,long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,long_term_2080_2100,rcp_4_5,tech_high_electrification_pv_ev,seed_0088,2080-01-01,2100-12-31,2080-2100,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev/seed_0088.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0088,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0088/run_config.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0088/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0088/outputs,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0088/logs,"{""canonical_end"": ""2100-12-31"", ""canonical_start"": ""2080-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2080-2100"", ""window_id"": ""long_term_2080_2100""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0089,long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,long_term_2080_2100,rcp_4_5,tech_high_electrification_pv_ev,seed_0089,2080-01-01,2100-12-31,2080-2100,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev/seed_0089.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0089,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0089/run_config.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0089/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0089/outputs,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0089/logs,"{""canonical_end"": ""2100-12-31"", ""canonical_start"": ""2080-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2080-2100"", ""window_id"": ""long_term_2080_2100""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0090,long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,long_term_2080_2100,rcp_4_5,tech_high_electrification_pv_ev,seed_0090,2080-01-01,2100-12-31,2080-2100,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev/seed_0090.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0090,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0090/run_config.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0090/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0090/outputs,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0090/logs,"{""canonical_end"": ""2100-12-31"", ""canonical_start"": ""2080-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2080-2100"", ""window_id"": ""long_term_2080_2100""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0091,long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,long_term_2080_2100,rcp_4_5,tech_high_electrification_pv_ev,seed_0091,2080-01-01,2100-12-31,2080-2100,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev/seed_0091.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0091,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0091/run_config.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0091/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0091/outputs,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0091/logs,"{""canonical_end"": ""2100-12-31"", ""canonical_start"": ""2080-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2080-2100"", ""window_id"": ""long_term_2080_2100""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0092,long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,long_term_2080_2100,rcp_4_5,tech_high_electrification_pv_ev,seed_0092,2080-01-01,2100-12-31,2080-2100,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev/seed_0092.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0092,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0092/run_config.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0092/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0092/outputs,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0092/logs,"{""canonical_end"": ""2100-12-31"", ""canonical_start"": ""2080-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2080-2100"", ""window_id"": ""long_term_2080_2100""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0093,long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,long_term_2080_2100,rcp_4_5,tech_high_electrification_pv_ev,seed_0093,2080-01-01,2100-12-31,2080-2100,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev/seed_0093.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0093,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0093/run_config.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0093/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0093/outputs,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0093/logs,"{""canonical_end"": ""2100-12-31"", ""canonical_start"": ""2080-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2080-2100"", ""window_id"": ""long_term_2080_2100""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0094,long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,long_term_2080_2100,rcp_4_5,tech_high_electrification_pv_ev,seed_0094,2080-01-01,2100-12-31,2080-2100,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev/seed_0094.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0094,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0094/run_config.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0094/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0094/outputs,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0094/logs,"{""canonical_end"": ""2100-12-31"", ""canonical_start"": ""2080-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2080-2100"", ""window_id"": ""long_term_2080_2100""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0095,long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,long_term_2080_2100,rcp_4_5,tech_high_electrification_pv_ev,seed_0095,2080-01-01,2100-12-31,2080-2100,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev/seed_0095.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0095,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0095/run_config.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0095/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0095/outputs,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0095/logs,"{""canonical_end"": ""2100-12-31"", ""canonical_start"": ""2080-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2080-2100"", ""window_id"": ""long_term_2080_2100""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0096,long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,long_term_2080_2100,rcp_4_5,tech_high_electrification_pv_ev,seed_0096,2080-01-01,2100-12-31,2080-2100,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev/seed_0096.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0096,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0096/run_config.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0096/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0096/outputs,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0096/logs,"{""canonical_end"": ""2100-12-31"", ""canonical_start"": ""2080-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2080-2100"", ""window_id"": ""long_term_2080_2100""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0097,long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,long_term_2080_2100,rcp_4_5,tech_high_electrification_pv_ev,seed_0097,2080-01-01,2100-12-31,2080-2100,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev/seed_0097.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0097,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0097/run_config.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0097/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0097/outputs,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0097/logs,"{""canonical_end"": ""2100-12-31"", ""canonical_start"": ""2080-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2080-2100"", ""window_id"": ""long_term_2080_2100""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0098,long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,long_term_2080_2100,rcp_4_5,tech_high_electrification_pv_ev,seed_0098,2080-01-01,2100-12-31,2080-2100,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev/seed_0098.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0098,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0098/run_config.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0098/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0098/outputs,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0098/logs,"{""canonical_end"": ""2100-12-31"", ""canonical_start"": ""2080-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2080-2100"", ""window_id"": ""long_term_2080_2100""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0099,long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,long_term_2080_2100,rcp_4_5,tech_high_electrification_pv_ev,seed_0099,2080-01-01,2100-12-31,2080-2100,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev/seed_0099.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0099,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0099/run_config.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0099/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0099/outputs,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_4_5__tech_high_electrification_pv_ev__seed_0099/logs,"{""canonical_end"": ""2100-12-31"", ""canonical_start"": ""2080-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2080-2100"", ""window_id"": ""long_term_2080_2100""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
long_term_2080_2100__rcp_8_5__tech_frozen_stock__seed_0000,long_term_2080_2100__rcp_8_5__tech_frozen_stock,long_term_2080_2100,rcp_8_5,tech_frozen_stock,seed_0000,2080-01-01,2100-12-31,2080-2100,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_8_5__tech_frozen_stock,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_8_5__tech_frozen_stock/seed_0000.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_8_5__tech_frozen_stock__seed_0000,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_8_5__tech_frozen_stock__seed_0000/run_config.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_8_5__tech_frozen_stock__seed_0000/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_8_5__tech_frozen_stock__seed_0000/outputs,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_8_5__tech_frozen_stock__seed_0000/logs,"{""canonical_end"": ""2100-12-31"", ""canonical_start"": ""2080-01-01"", ""pathway_id"": ""rcp_8_5"", ""source_file_window"": ""2080-2100"", ""window_id"": ""long_term_2080_2100""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_frozen_stock""}"
long_term_2080_2100__rcp_8_5__tech_frozen_stock__seed_0001,long_term_2080_2100__rcp_8_5__tech_frozen_stock,long_term_2080_2100,rcp_8_5,tech_frozen_stock,seed_0001,2080-01-01,2100-12-31,2080-2100,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_8_5__tech_frozen_stock,model_v3/experiments/scenario_tree/configs/long_term_2080_2100__rcp_8_5__tech_frozen_stock/seed_0001.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_8_5__tech_frozen_stock__seed_0001,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_8_5__tech_frozen_stock__seed_0001/run_config.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_8_5__tech_frozen_stock__seed_0001/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_8_5__tech_frozen_stock__seed_0001/outputs,model_v3/experiments/scenario_tree/runs/long_term_2080_2100__rcp_8_5__tech_frozen_stock__seed_0001/logs,"{""canonical_end"": ""2100-12-31"", ""canonical_start"": ""2080-01-01"", ""pathway_id"": ""rcp_8_5"", ""source_file_window"": ""2080-2100"", ""window_id"": ""long_term_2080_2100""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_frozen_stock""}"
